16886552183776,7,g3061,2026-01-31T07:35:12.972832,2026-01-31T07:35:40.387407,27.41
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
17816672235957,7,g3061,2026-01-31T07:35:40.404812,2026-01-31T07:36:06.908906,26.50
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
28777808709070,6,g3051,2026-01-31T07:35:38.834745,2026-01-31T07:36:09.010614,30.18
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
30650427919742,6,g3051,2026-01-31T07:36:09.021330,2026-01-31T07:36:29.412735,20.39
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
21761046488110,7,g3061,2026-01-31T07:36:08.961277,2026-01-31T07:36:36.813196,27.85
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
36201305796834,6,g3051,2026-01-31T07:36:31.147095,2026-01-31T07:36:56.751078,25.60
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
22649012359469,7,g3061,2026-01-31T07:36:36.828609,2026-01-31T07:37:02.212986,25.38
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
45305246589934,6,g3051,2026-01-31T07:36:56.778647,2026-01-31T07:37:21.885140,25.11
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
23560806231745,7,g3061,2026-01-31T07:37:02.221714,2026-01-31T07:37:29.539199,27.32
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
59243724971828,6,g3051,2026-01-31T07:37:21.893618,2026-01-31T07:37:44.937256,23.04
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
25549124438619,7,g3061,2026-01-31T07:37:29.554085,2026-01-31T07:37:59.700664,30.15
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
77553978098979,6,g3051,2026-01-31T07:37:44.965303,2026-01-31T07:38:10.609306,25.64
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
89573218664301,6,g3051,2026-01-31T07:38:10.615679,2026-01-31T07:38:30.664691,20.05
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
27493821342368,7,g3061,2026-01-31T07:37:59.739643,2026-01-31T07:38:31.382277,31.64
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
28993716581161,7,g3061,2026-01-31T07:38:31.404040,2026-01-31T07:38:54.589902,23.19
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
30718077526767,7,g3061,2026-01-31T07:38:54.596868,2026-01-31T07:39:23.065982,28.47
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
36361143111330,7,g3061,2026-01-31T07:39:25.068881,2026-01-31T07:39:49.095740,24.03
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
11868547770861,8,g3060,2026-01-31T07:38:51.874436,2026-01-31T07:39:50.845632,58.97
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
45379130198598,7,g3061,2026-01-31T07:39:49.104007,2026-01-31T07:40:15.691049,26.59
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
13022952193695,8,g3060,2026-01-31T07:39:50.857398,2026-01-31T07:40:16.418321,25.56
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
59499886691466,7,g3061,2026-01-31T07:40:15.739468,2026-01-31T07:40:44.406043,28.67
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
16058787153001,8,g3060,2026-01-31T07:40:16.427852,2026-01-31T07:40:49.282243,32.85
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
78826126469594,7,g3061,2026-01-31T07:40:44.432406,2026-01-31T07:41:09.768402,25.34
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
16926185273548,8,g3060,2026-01-31T07:40:49.290659,2026-01-31T07:41:17.219782,27.93
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
90024861092544,7,g3061,2026-01-31T07:41:09.781302,2026-01-31T07:41:32.631003,22.85
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
17927755785666,8,g3060,2026-01-31T07:41:17.225668,2026-01-31T07:41:45.362886,28.14
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
19216744737641,8,g3060,2026-01-31T07:41:45.369516,2026-01-31T07:42:10.869909,25.50
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
21802600731288,8,g3060,2026-01-31T07:42:10.873793,2026-01-31T07:42:38.298075,27.42
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
